,,Course Title,Term,"Deeper
 under- standing
 of the subject
 matter.","Interest in the
 subject matter
 was stimulated.","Effective use of
 instructional
 technology.",Activities in course supported my learning.,Effort needed to succeed is reasonable.,"Grading
 standards
 were clear.","I would
 recommend
 this course.",# Resp
BMEN,5501,Biol for Biomed Eng,Fall 2023,6.00,5.50,5.50,5.50,5.50,4.50,4.50,2
BMEN,5501,Biol for Biomed Eng,Fall 2024,5.00,5.00,4.75,4.75,4.25,4.00,3.75,4
BMEN,5601,Cardiovascular Devices,Spr 2021,5.52,5.31,5.38,5.36,5.76,5.72,5.55,29
BMEN,5601,Cardiovascular Devices,Spr 2022,5.00,5.10,4.90,5.05,5.60,4.85,5.05,21
BMEN,5601,Cardiovascular Devices,Spr 2023,5.59,5.59,5.53,5.35,5.82,5.76,5.82,17
BMEN,5601,Cardiovascular Devices,Spr 2024,5.55,5.41,5.50,5.52,5.59,5.18,5.59,22
BMEN,5601,Cardiovascular Devices,Spr 2025,5.72,5.78,5.75,5.72,5.72,5.66,5.78,32
BMEN,5701,Cancer Bioengineering,Fall 2021,5.74,5.53,5.32,5.42,5.47,5.53,5.47,20
BMEN,5701,Cancer Bioengineering,Fall 2022,5.48,5.60,5.20,5.20,5.30,5.30,5.35,21
BMEN,5701,Cancer Bioengineering,Fall 2023,5.83,5.88,5.79,5.63,5.83,5.79,5.92,24
BMEN,5701,Cancer Bioengineering,Fall 2024,5.66,5.77,5.23,5.33,5.35,5.26,5.74,44
BMEN,5910,Spec Top BME,Fall 2022,5.67,5.78,5.63,5.67,5.78,5.22,5.89,9
BMEN,5910,Spec Top BME,Fall 2023,5.67,5.73,5.25,5.58,5.67,5.50,5.67,12
BMEN,5910,Spec Top BME,Fall 2024,5.67,5.37,5.74,5.67,5.37,5.59,5.69,27
BMEN,5910,Spec Top BME,Spr 2025,5.53,5.32,5.53,5.42,5.47,5.63,5.47,19
BMEN,8001,Polymeric Biomaterials,Fall 2021,5.83,5.67,5.40,5.50,5.50,5.83,5.67,6
BMEN,8001,Polymeric Biomaterials,Fall 2022,5.56,5.22,5.22,5.11,5.44,4.89,5.22,9
BMEN,8001,Polymeric Biomaterials,Fall 2024,5.00,5.00,5.67,5.00,5.25,5.00,5.25,8
BMEN,8041,Advanced Tissue Eng Lab,Spr 2021,5.57,5.71,5.50,5.43,5.57,5.86,5.86,7
BMEN,8041,Advanced Tissue Eng Lab,Spr 2023,5.53,5.40,5.07,5.47,5.00,4.53,5.40,15
BMEN,8041,Advanced Tissue Eng Lab,Spr 2024,5.67,5.50,5.17,5.50,5.67,5.17,5.50,6
BMEN,8101,BME Digital Signal Processing,Fall 2020,5.72,5.40,5.76,5.68,5.48,5.68,5.72,25
BMEN,8101,BME Digital Signal Processing,Spr 2022,5.14,4.86,4.86,4.86,4.00,5.43,4.57,7
BMEN,8101,BME Digital Signal Processing,Spr 2023,5.13,4.73,5.31,4.73,4.00,5.13,4.80,16
BMEN,8101,BME Digital Signal Processing,Spr 2024,5.67,5.56,5.78,5.78,5.44,5.78,5.67,9
BMEN,8101,BME Digital Signal Processing,Spr 2025,5.43,5.21,5.07,5.38,4.71,4.79,5.29,14
BMEN,8151,Biomed Elec/Implant Microsys,Spr 2021,5.29,5.57,5.57,5.29,5.43,5.29,5.43,7
BMEN,8151,Biomed Elec/Implant Microsys,Spr 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
BMEN,8151,Biomed Elec/Implant Microsys,Spr 2025,4.56,4.33,4.33,4.22,5.11,5.22,4.78,9
BMEN,8201,Advanced Tissue Mechanics,Spr 2021,5.71,5.71,5.83,5.71,5.71,4.71,5.71,7
BMEN,8201,Advanced Tissue Mechanics,Spr 2022,5.17,4.17,4.00,4.50,4.33,4.83,4.00,6
BMEN,8201,Advanced Tissue Mechanics,Spr 2023,5.80,6.00,5.80,5.80,6.00,4.40,5.80,5
BMEN,8201,Advanced Tissue Mechanics,Spr 2024,5.50,5.50,5.50,5.50,5.50,5.50,5.50,2
BMEN,8201,Advanced Tissue Mechanics,Spr 2025,5.33,5.17,5.40,5.17,5.50,5.67,5.33,6
BMEN,8381,Bioheat and Mass Transfer,Fall 2021,5.00,5.40,5.00,5.00,4.80,4.60,4.80,5
BMEN,8401,New Product Design,Fall 2020,6.00,6.00,6.00,6.00,5.67,4.67,6.00,3
BMEN,8401,New Product Design,Fall 2021,5.00,5.00,5.33,5.50,5.67,5.17,5.50,6
BMEN,8401,New Product Design,Fall 2022,5.25,5.25,5.50,5.25,5.25,4.50,5.25,4
BMEN,8401,New Product Design,Fall 2023,5.75,5.75,5.75,6.00,4.75,4.50,5.75,4
BMEN,8401,New Product Design,Fall 2024,6.00,6.00,6.00,6.00,5.33,5.67,6.00,3
BMEN,8402,New Product Design,Spr 2021,5.33,6.00,5.00,5.67,5.00,3.00,6.00,4
BMEN,8402,New Product Design,Spr 2022,5.60,4.75,5.40,5.40,5.40,5.20,5.60,5
BMEN,8402,New Product Design,Spr 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
BMEN,8402,New Product Design,Spr 2024,6.00,5.67,6.00,5.67,3.67,4.00,6.00,3
BMEN,8402,New Product Design,Spr 2025,5.75,5.25,5.25,5.75,5.50,5.25,5.50,4
BMEN,8411,Neuroengineering Seminar,Fall 2020,5.67,6.00,5.67,5.67,6.00,6.00,6.00,3
BMEN,8411,Neuroengineering Seminar,Spr 2022,5.00,5.00,5.00,5.00,5.00,5.00,5.00,1
BMEN,8411,Neuroengineering Seminar,Fall 2022,5.60,5.60,5.40,5.60,5.60,5.25,5.80,5
BMEN,8411,Neuroengineering Seminar,Fall 2024,5.43,5.71,5.57,5.57,5.71,5.57,5.71,7
BMEN,8411,Neuroengineering Seminar,Spr 2025,5.67,6.00,5.00,5.67,6.00,6.00,6.00,3
BMEN,8421,Biophotonics,Spr 2022,4.17,4.33,4.67,4.67,5.67,4.00,3.67,6
BMEN,8421,Biophotonics,Spr 2023,5.83,5.67,5.67,5.67,5.50,5.50,5.83,6
BMEN,8421,Biophotonics,Spr 2024,5.83,5.67,5.33,5.67,5.60,5.33,5.67,6
BMEN,8421,Biophotonics,Spr 2025,5.78,5.78,5.67,5.56,5.44,5.56,5.56,9
BMEN,8431,Drug Deliv/Controlled Release,Spr 2021,4.50,5.00,4.00,4.00,5.00,3.00,4.50,2
BMEN,8431,Drug Deliv/Controlled Release,Spr 2022,5.67,5.33,5.67,5.67,4.00,4.00,5.00,3
BMEN,8431,Drug Deliv/Controlled Release,Spr 2023,3.00,3.00,3.00,3.00,3.00,3.00,3.00,2
BMEN,8431,Drug Deliv/Controlled Release,Spr 2024,5.50,5.50,5.50,5.00,5.00,4.00,5.00,2
BMEN,8431,Drug Deliv/Controlled Release,Spr 2025,5.00,6.00,4.00,6.00,5.00,6.00,6.00,1
BMEN,8501,Dynamical Systems in Biology,Fall 2020,5.60,5.00,5.00,5.60,5.80,5.40,5.00,5
BMEN,8501,Dynamical Systems in Biology,Fall 2021,5.33,5.00,5.00,5.00,5.00,5.00,5.33,3
BMEN,8501,Dynamical Systems in Biology,Fall 2022,5.00,5.00,4.50,5.50,6.00,6.00,6.00,2
BMEN,8502,Physiological Control Systems,Spr 2021,5.83,5.50,5.67,5.50,5.17,5.67,5.83,6
BMEN,8502,Physiological Control Systems,Spr 2023,5.50,5.50,5.50,5.00,5.25,5.25,5.50,4
BMEN,8502,Physiological Control Systems,Spr 2025,5.09,5.36,5.27,5.27,4.64,4.45,4.91,11
BMEN,8511,Systems & Synthetic Biology,Fall 2020,5.75,5.75,5.38,5.50,5.50,5.75,5.75,8
BMEN,8511,Systems & Synthetic Biology,Fall 2021,5.00,4.00,4.00,5.00,5.00,4.00,4.00,1
BMEN,8511,Systems & Synthetic Biology,Fall 2023,5.80,5.40,5.50,5.44,5.30,5.00,5.30,10
BMEN,8511,Systems & Synthetic Biology,Fall 2024,6.00,6.00,5.67,5.67,5.33,5.00,6.00,3
BMEN,8601,BMEn Seminar,Fall 2020,5.33,5.22,5.57,5.40,5.78,5.79,5.63,25
BMEN,8601,BMEn Seminar,Fall 2021,4.63,4.62,5.30,4.50,5.39,5.20,4.61,21
BMEN,8601,BMEn Seminar,Fall 2024,5.43,5.35,5.24,5.27,5.68,5.65,5.42,29
BMEN,8602,BMEn Seminar,Spr 2023,5.00,5.10,5.44,5.05,5.21,5.37,5.11,20
BMEN,8602,BMEn Seminar,Spr 2024,5.14,5.00,5.33,5.50,5.75,5.50,5.57,8
BMEN,8602,BMEn Seminar,Spr 2025,5.54,5.50,5.50,5.50,5.50,5.60,5.50,17
BMEN,8611,Professional Skills/Ethics BME,Fall 2020,5.10,4.70,5.40,5.00,5.20,4.10,4.33,10
BMEN,8611,Professional Skills/Ethics BME,Fall 2021,3.20,2.70,2.78,3.10,4.20,3.30,2.40,10
BMEN,8611,Professional Skills/Ethics BME,Fall 2022,3.90,3.73,4.00,3.64,3.60,2.64,2.82,11
BMEN,8611,Professional Skills/Ethics BME,Fall 2023,4.00,3.88,4.43,3.88,4.63,3.50,3.71,8
BMEN,8611,Professional Skills/Ethics BME,Fall 2024,4.23,3.69,4.09,3.75,4.62,4.23,3.73,13
BMEN,4001W,BME Engineering Design I,Fall 2020,4.11,3.84,4.19,3.95,4.66,4.32,4.12,46
BMEN,4001W,BME Engineering Design I,Fall 2021,4.22,4.00,3.98,3.75,4.49,3.92,3.81,55
BMEN,4001W,BME Engineering Design I,Fall 2022,4.82,4.67,4.91,4.48,4.70,3.88,4.69,35
BMEN,4001W,BME Engineering Design I,Fall 2023,5.61,5.25,5.50,5.19,5.47,5.42,5.53,36
BMEN,4001W,BME Engineering Design I,Fall 2024,5.50,5.45,5.63,5.24,5.82,5.76,5.66,40
BMEN,4002W,BME Engineering Design II,Spr 2021,4.13,3.83,4.31,3.97,4.83,4.28,4.32,30
BMEN,4002W,BME Engineering Design II,Spr 2022,4.56,4.28,4.31,4.25,4.50,4.19,4.13,32
BMEN,4002W,BME Engineering Design II,Spr 2023,4.07,3.56,4.22,3.89,3.23,3.48,3.63,27
BMEN,4002W,BME Engineering Design II,Spr 2024,5.43,5.47,5.47,5.23,5.55,5.60,5.53,30
BMEN,4002W,BME Engineering Design II,Spr 2025,5.08,4.88,5.26,4.88,5.34,5.58,5.24,52
BMS,4101,Med Neuroscience/Neuroanatomy,Spr 2025,5.50,6.00,4.50,5.50,5.00,5.50,6.00,3
BMS,5101,Principles of Neuroscience,Spr 2025,5.40,5.40,5.00,5.40,4.40,5.20,5.00,5
BMS,5102,SLH Shadowing Experience,Fall 2023,4.67,6.00,3.67,5.00,5.00,4.33,4.67,3
BMS,5102,SLH Shadowing Experience,Fall 2024,6.00,6.00,,6.00,6.00,6.00,6.00,2
BMS,5102,SLH Shadowing Experience,Spr 2025,6.00,5.00,5.00,6.00,6.00,5.00,6.00,1
BMS,5103,Techniques in Biomed Research,Spr 2025,5.67,5.67,5.67,5.67,5.67,5.33,5.33,3
BMS,5545,Immunobiology,Spr 2024,6.00,5.50,6.00,5.50,5.50,6.00,5.50,2
BMS,5545,Immunobiology,Spr 2025,6.00,6.00,5.67,5.67,5.00,5.67,6.00,3
BMS,8002,Human Anatomy and Physiology I,Fall 2023,5.67,5.33,5.33,5.67,2.33,3.00,3.67,3
BMS,8003,Human Anatomy & Physiology II,Spr 2024,5.00,,5.00,5.00,3.00,3.00,3.00,1
BMS,8004,Medical Biochemistry,Fall 2023,6.00,6.00,5.50,6.00,6.00,5.50,6.00,2
BMS,8004,Medical Biochemistry,Fall 2024,5.43,5.71,5.43,5.43,5.43,5.71,5.57,7
BMS,8005,Human Anatomy & Physiology III,Spr 2024,6.00,6.00,6.00,6.00,6.00,6.00,5.00,1
BMS,8005,Human Anatomy & Physiology III,Sum 2024,6.00,6.00,6.00,6.00,6.00,6.00,5.00,4
BMS,8012,Genetics of Health and Disease,Fall 2023,6.00,6.00,3.00,6.00,6.00,3.00,5.00,1
BMS,8012,Genetics of Health and Disease,Fall 2024,3.75,3.75,4.29,3.88,4.00,3.38,3.38,8
BMS,8013,Human Infectious Disease,Fall 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
BMS,8013,Human Infectious Disease,Fall 2024,5.78,5.44,5.56,5.33,5.67,5.00,5.33,9
BMS,8015,Molecular Pharmacology,Spr 2024,5.00,4.00,3.00,5.00,5.00,2.00,2.00,1
BMS,8015,Molecular Pharmacology,Spr 2025,5.40,5.40,5.25,5.40,5.40,5.60,5.60,5
BMS,8016,Social Determinants of Health,Spr 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
BMS,8016,Social Determinants of Health,Spr 2025,5.67,5.00,5.50,5.33,5.33,5.00,5.00,3
BMS,8017,Current Topics in Epidemiology,Spr 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
BMS,8017,Current Topics in Epidemiology,Spr 2025,5.75,5.75,5.33,5.25,5.75,5.75,5.25,4
BMS,8020,Native American Health I,Fall 2023,6.00,5.33,5.67,5.67,6.00,6.00,5.67,3
BMS,8021,Native American Health II,Spr 2024,5.50,5.00,5.00,5.50,6.00,5.50,5.00,2
BMS,8022,Community-Based Service I,Fall 2023,5.50,5.50,5.50,5.50,5.50,5.50,5.50,2
BMS,8022,Community-Based Service I,Fall 2024,3.67,3.83,3.60,4.33,4.33,3.33,3.83,6
BMS,8024,Med Knowledge Crit Thinking I,Fall 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
BMS,8024,Med Knowledge Crit Thinking I,Sum 2024,4.50,6.00,5.00,4.50,5.50,6.00,5.00,4
BMS,8025,Med Knowledge Crit Thinking II,Spr 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
BMS,8025,Med Knowledge Crit Thinking II,Fall 2024,5.20,5.25,5.25,5.20,5.40,5.20,5.20,6
BMS,8026,DEI in Biomedical Sciences,Fall 2024,3.80,3.40,3.40,3.20,3.80,3.00,3.40,5
BMS,8028,Medical Immunology,Spr 2024,6.00,5.50,6.00,6.00,6.00,6.00,6.00,2
BMS,8028,Medical Immunology,Spr 2025,4.40,4.80,5.00,4.40,4.40,5.00,4.40,5
BMS,8029,"Prof, Learning & Leadership I",Fall 2024,3.67,3.33,3.50,3.50,4.00,3.67,3.17,6
BMS,8030,"Prof, Learning & Leadership II",Spr 2025,4.33,4.00,4.00,4.33,4.67,4.67,4.00,3
BMS,8151,Journal Club,Fall 2024,5.67,5.67,6.00,5.33,6.00,6.00,5.67,3
BSE,2001,Intro to BSE,Fall 2020,5.08,4.84,4.89,4.77,5.31,5.15,4.79,40
BSE,2001,Intro to BSE,Spr 2021,5.30,4.88,5.33,4.96,4.41,5.52,5.00,27
BSE,2001,Intro to BSE,Fall 2021,4.49,4.24,5.11,4.39,3.97,4.79,4.16,38
BSE,2001,Intro to BSE,Spr 2022,5.69,5.63,5.69,5.69,5.63,5.69,5.63,17
BSE,2001,Intro to BSE,Fall 2022,5.24,4.95,5.20,5.05,4.86,5.10,4.90,21
BSE,2001,Intro to BSE,Spr 2023,5.18,5.18,5.40,5.29,5.35,5.41,5.29,17
BSE,2001,Intro to BSE,Fall 2023,5.38,5.09,5.41,5.33,5.31,5.56,5.27,48
BSE,2001,Intro to BSE,Spr 2024,5.33,4.89,5.33,5.22,5.67,5.67,5.28,18
BSE,2001,Intro to BSE,Fall 2024,5.42,5.15,5.31,5.31,5.42,5.42,5.31,26
BSE,2001,Intro to BSE,Spr 2025,5.00,5.15,5.08,4.92,4.85,4.92,5.00,14
BSE,3991,BSE Capstone Completion,Spr 2021,5.60,5.33,5.64,5.60,5.68,5.56,5.79,25
BSE,3991,BSE Capstone Completion,Fall 2021,5.50,5.38,5.78,5.61,5.94,5.94,5.89,18
BSE,3991,BSE Capstone Completion,Spr 2022,5.43,5.36,5.74,5.35,5.52,5.52,5.43,23
BSE,2001H,Intro to BSE - Honors,Fall 2022,4.83,4.33,5.17,4.67,4.33,5.00,3.83,6
BSE,2001H,Intro to BSE - Honors,Fall 2023,5.25,5.00,5.75,5.50,4.25,5.50,4.75,4
BSE,2001H,Intro to BSE - Honors,Spr 2024,5.00,2.00,6.00,4.00,5.00,5.00,4.00,1
BSE,2001H,Intro to BSE - Honors,Fall 2024,5.00,4.50,4.00,4.50,5.00,5.00,4.50,2
BSE,2001H,Intro to BSE - Honors,Spr 2025,5.00,5.00,5.00,5.00,6.00,5.50,4.50,2
BSE,3361W,Geography and Public Policy,Fall 2020,4.71,4.14,4.29,4.71,4.71,4.43,4.29,7
BTHX,5000,Topics in Bioethics,Fall 2020,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
BTHX,5000,Topics in Bioethics,Spr 2021,4.00,3.00,,4.00,3.00,1.00,2.00,1
BTHX,5000,Topics in Bioethics,Spr 2022,5.83,5.83,5.83,5.83,5.83,5.83,5.83,6
BTHX,5000,Topics in Bioethics,Fall 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2
BTHX,5000,Topics in Bioethics,Spr 2023,5.25,5.25,4.25,4.50,5.00,3.00,4.25,4
BTHX,5000,Topics in Bioethics,Spr 2024,5.60,5.20,5.60,5.60,5.80,5.00,5.80,5
BTHX,5100,Intro to Clinical Ethics,Spr 2022,5.60,5.60,5.40,5.60,5.40,5.80,5.60,5
BTHX,5100,Intro to Clinical Ethics,Spr 2023,5.67,5.67,5.67,5.67,5.67,5.67,5.67,3
BTHX,5100,Intro to Clinical Ethics,Spr 2025,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
BTHX,5110,Ethical Issues in Pediatrics,Fall 2021,5.80,5.60,5.40,5.60,5.60,5.80,5.80,5
BTHX,5110,Ethical Issues in Pediatrics,Fall 2023,6.00,6.00,4.50,6.00,6.00,5.00,6.00,2
BTHX,5120,Dying in Contemp Med Culture,Fall 2022,5.33,5.00,5.00,5.33,5.00,5.67,5.33,3
BTHX,5120,Dying in Contemp Med Culture,Spr 2025,5.00,4.80,4.75,4.80,4.80,4.50,4.20,6
BTHX,5325,Biomedical Ethics,Fall 2020,5.13,5.44,5.22,5.33,5.33,5.11,5.44,9
BTHX,5325,Biomedical Ethics,Fall 2021,5.75,5.83,5.67,5.50,5.50,4.92,5.75,12
BTHX,5325,Biomedical Ethics,Fall 2022,5.57,5.57,5.71,5.57,5.71,5.57,5.71,7
BTHX,5325,Biomedical Ethics,Fall 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,4
BTHX,5325,Biomedical Ethics,Fall 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,3
BTHX,5400,Intro Ethics in Hlth Policy,Spr 2025,6.00,6.00,6.00,6.00,5.50,6.00,6.00,2
BTHX,5520,Social Justice and Bioethics,Spr 2021,5.75,5.75,5.75,5.75,6.00,6.00,5.75,4
BTHX,8120,Dying in Contemp Med Culture,Spr 2025,6.00,6.00,4.00,5.00,6.00,6.00,5.00,1
BTHX,8520,Social Justice and Bioethics,Spr 2021,4.00,4.00,4.00,4.00,5.00,5.00,4.00,1
BTHX,8610,Medical Consumerism,Spr 2021,4.00,4.00,5.00,4.00,5.00,3.00,3.50,2
BTHX,8610,Medical Consumerism,Spr 2023,5.00,5.33,4.50,5.33,5.67,5.00,5.33,3
CE,3101,Computer Applications I,Fall 2020,5.35,5.19,5.50,5.31,5.04,5.38,5.42,26
CE,3101,Computer Applications I,Spr 2021,5.50,5.00,5.71,5.43,5.14,5.43,5.14,14
CE,3101,Computer Applications I,Fall 2021,5.73,5.38,5.62,5.65,5.32,5.51,5.59,37
CE,3101,Computer Applications I,Spr 2022,5.55,4.82,5.82,5.55,5.09,5.18,5.18,11
CE,3101,Computer Applications I,Fall 2022,5.29,5.03,5.45,5.39,4.94,5.16,5.03,31
CE,3101,Computer Applications I,Spr 2023,5.54,5.23,5.46,5.46,5.00,5.54,4.92,13
CE,3101,Computer Applications I,Fall 2023,5.57,5.34,5.77,5.63,5.47,5.60,5.60,43
CE,3101,Computer Applications I,Fall 2024,5.47,4.89,5.56,5.50,5.06,5.56,5.29,36
CE,3101,Computer Applications I,Spr 2025,5.15,4.60,4.84,4.88,4.72,4.92,4.72,26
CE,3102,Uncertainty & Decision Analy,Fall 2020,4.64,4.16,4.33,4.48,4.76,5.00,4.03,33
CE,3102,Uncertainty & Decision Analy,Spr 2021,5.52,5.24,5.56,5.60,5.52,5.68,5.56,25
CE,3102,Uncertainty & Decision Analy,Fall 2021,4.57,3.93,4.29,4.33,4.43,4.83,4.04,47
CE,3102,Uncertainty & Decision Analy,Spr 2022,5.69,5.25,5.69,5.69,5.56,5.69,5.53,32
CE,3102,Uncertainty & Decision Analy,Fall 2022,4.49,3.62,4.70,4.27,3.84,4.63,3.72,75
CE,3102,Uncertainty & Decision Analy,Spr 2023,5.73,5.57,5.78,5.73,5.65,5.73,5.68,37
CE,3102,Uncertainty & Decision Analy,Fall 2023,4.35,3.15,4.38,3.97,3.26,3.91,2.79,35
CE,3102,Uncertainty & Decision Analy,Fall 2024,4.04,3.00,4.07,3.59,3.47,4.23,3.06,48
CE,3102,Uncertainty & Decision Analy,Spr 2025,5.67,5.57,5.69,5.59,5.71,5.71,5.67,49
CE,3111,CADD for Civil Engineers,Fall 2020,5.71,5.57,5.57,5.71,5.57,5.29,5.71,7
CE,3111,CADD for Civil Engineers,Spr 2021,5.62,5.33,5.62,5.54,5.54,5.54,5.69,13
CE,3111,CADD for Civil Engineers,Fall 2021,5.71,5.57,5.86,5.57,5.71,5.29,5.57,7
CE,3111,CADD for Civil Engineers,Spr 2022,5.86,5.86,5.86,5.86,5.71,5.71,5.71,7
CE,3111,CADD for Civil Engineers,Fall 2022,6.00,5.70,6.00,5.90,5.70,5.60,5.90,10
CE,3111,CADD for Civil Engineers,Spr 2023,5.88,5.63,5.63,5.75,5.88,4.71,5.86,8
CE,3111,CADD for Civil Engineers,Fall 2023,6.00,6.00,6.00,6.00,6.00,4.00,6.00,1
CE,3111,CADD for Civil Engineers,Fall 2024,5.54,5.31,5.31,5.46,5.54,4.62,5.54,13
CE,3201,Transportation Engineering,Fall 2020,5.22,5.22,5.11,5.22,5.00,5.22,5.11,9
CE,3201,Transportation Engineering,Spr 2021,5.74,5.68,5.57,5.53,5.72,5.62,5.70,47
CE,3201,Transportation Engineering,Fall 2021,4.29,4.00,3.82,4.00,4.53,4.65,3.82,17
CE,3201,Transportation Engineering,Spr 2022,5.21,4.66,4.83,4.86,4.38,5.14,4.59,29
CE,3201,Transportation Engineering,Fall 2022,5.35,4.82,5.18,5.31,5.35,5.29,5.12,18
CE,3201,Transportation Engineering,Spr 2023,5.78,5.53,5.68,5.62,5.70,5.60,5.70,40
CE,3201,Transportation Engineering,Fall 2023,5.56,5.78,5.56,5.67,5.00,5.11,5.44,9
CE,3201,Transportation Engineering,Fall 2024,4.75,3.63,4.25,4.46,3.63,4.79,3.10,24
CE,3201,Transportation Engineering,Spr 2025,5.84,5.66,5.69,5.75,5.85,5.90,5.77,61
CE,3301,Soil Mechanics I,Fall 2020,4.80,3.73,5.07,4.73,4.20,4.80,4.13,15
CE,3301,Soil Mechanics I,Spr 2021,5.00,4.68,4.79,5.07,4.97,5.06,4.93,31
CE,3301,Soil Mechanics I,Fall 2021,4.24,4.02,4.04,4.07,3.85,4.63,3.65,47
CE,3301,Soil Mechanics I,Spr 2022,5.64,5.40,5.60,5.68,5.68,5.64,5.52,25
CE,3301,Soil Mechanics I,Fall 2022,5.19,4.69,4.94,5.13,4.75,4.94,4.25,16
CE,3301,Soil Mechanics I,Spr 2023,5.09,4.65,4.62,4.83,4.91,4.19,4.50,55
CE,3301,Soil Mechanics I,Fall 2023,3.69,3.15,3.63,3.92,4.50,3.47,3.47,36
CE,3301,Soil Mechanics I,Fall 2024,4.07,3.40,3.47,3.73,4.00,4.07,3.13,17
CE,3301,Soil Mechanics I,Spr 2025,5.23,4.82,4.94,5.15,5.32,5.03,5.06,65
CE,3401,Linear Structural Analysis,Fall 2020,4.67,4.22,3.67,4.11,4.44,4.11,4.00,9
CE,3401,Linear Structural Analysis,Spr 2021,4.25,3.75,3.25,3.50,3.75,2.50,4.00,4
CE,3401,Linear Structural Analysis,Fall 2021,4.71,4.17,3.33,4.25,3.71,3.63,3.67,24
CE,3401,Linear Structural Analysis,Spr 2022,6.00,5.75,5.75,6.00,6.00,5.75,6.00,4
CE,3401,Linear Structural Analysis,Fall 2022,5.31,4.56,3.88,4.69,4.19,4.06,4.19,16
CE,3401,Linear Structural Analysis,Spr 2023,4.56,3.44,3.83,4.33,3.44,4.67,3.89,9
CE,3401,Linear Structural Analysis,Fall 2023,4.70,3.83,3.87,4.13,4.35,4.96,3.96,23
CE,3401,Linear Structural Analysis,Fall 2024,5.62,5.18,4.81,5.42,5.03,5.35,5.26,34
CE,3401,Linear Structural Analysis,Spr 2025,5.33,5.00,4.77,5.40,5.33,5.47,5.21,15
CE,3402,Civil Engineering Materials,Fall 2020,5.06,4.00,4.00,4.63,4.88,5.00,4.38,16
CE,3402,Civil Engineering Materials,Spr 2021,5.36,4.93,5.19,5.21,5.18,5.39,5.29,28
CE,3402,Civil Engineering Materials,Fall 2021,5.33,4.83,4.98,5.19,5.14,5.00,5.07,42
CE,3402,Civil Engineering Materials,Spr 2022,5.32,4.97,5.06,5.24,4.91,5.00,5.06,34
CE,3402,Civil Engineering Materials,Fall 2022,5.50,4.86,5.29,5.31,5.24,5.17,5.04,29
CE,3402,Civil Engineering Materials,Spr 2023,5.57,5.22,5.32,5.51,5.46,5.58,5.27,37
CE,3402,Civil Engineering Materials,Fall 2023,5.65,5.35,5.48,5.43,5.39,5.65,5.22,23
CE,3402,Civil Engineering Materials,Fall 2024,5.16,4.42,4.97,5.23,5.23,4.94,4.84,32
CE,3402,Civil Engineering Materials,Spr 2025,5.31,4.98,4.80,5.23,5.18,4.75,4.84,45
CE,3501,Environmental Engineering,Fall 2020,5.44,5.44,5.11,5.22,5.33,5.11,5.33,9
CE,3501,Environmental Engineering,Spr 2021,5.38,4.95,4.90,4.76,5.00,4.90,4.90,21
CE,3501,Environmental Engineering,Fall 2021,5.50,5.42,5.42,5.31,5.08,5.35,5.27,26
CE,3501,Environmental Engineering,Spr 2022,5.27,4.64,5.38,5.14,4.86,5.45,5.00,22
CE,3501,Environmental Engineering,Fall 2022,5.31,5.35,5.04,5.04,5.50,5.00,5.15,26
CE,3501,Environmental Engineering,Spr 2023,5.42,4.77,4.40,5.04,5.46,5.04,4.92,26
CE,3501,Environmental Engineering,Fall 2023,5.29,5.32,5.16,5.20,5.45,5.35,5.16,31
CE,3501,Environmental Engineering,Fall 2024,5.32,4.92,5.28,5.29,5.11,5.29,5.11,39
CE,3501,Environmental Engineering,Spr 2025,5.63,5.40,5.40,5.43,5.40,5.43,5.41,30
CE,3502,Fluid Mechanics,Fall 2020,5.03,4.61,5.11,4.92,4.97,5.24,5.08,38
CE,3502,Fluid Mechanics,Spr 2021,5.45,5.09,5.18,5.40,5.18,5.55,5.18,11
CE,3502,Fluid Mechanics,Fall 2021,5.46,4.98,5.46,5.43,4.77,5.52,5.27,82
CE,3502,Fluid Mechanics,Spr 2022,5.00,4.08,4.48,4.50,4.42,4.83,4.18,24
CE,3502,Fluid Mechanics,Fall 2022,5.24,4.88,4.95,5.00,5.17,5.26,4.74,43
CE,3502,Fluid Mechanics,Spr 2023,5.37,5.00,5.04,5.26,5.11,5.19,5.22,27
CE,3502,Fluid Mechanics,Fall 2023,4.88,4.34,4.78,4.98,4.83,5.34,4.61,41
CE,3502,Fluid Mechanics,Fall 2024,5.11,4.86,4.99,4.99,5.21,4.86,5.06,80
CE,3502,Fluid Mechanics,Spr 2025,3.88,3.45,3.87,3.75,2.79,3.70,2.84,33
CE,4121,Computer Applications II,Spr 2021,6.00,5.00,6.00,6.00,6.00,5.00,5.00,1
